Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Date,Time,mental_health_friendly_score
24,Male,United Kingdom,No,No,No,Never,2,No,Yes,No,No,No,No,Yes,Don't know,Maybe,Maybe,No,Some of them,No,No,Don't know,No,2014-08-27,12:39:48,1
23,Male,United States,No,No,No,Sometimes,2,No,No,No,No,No,No,No,Somewhat easy,Yes,Yes,No,No,No,No,No,No,2014-08-27,12:39:57,0
30,Male,Ireland,No,No,Yes,Rarely,4,No,Yes,No,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,No,Yes,2014-08-27,12:40:03,1
29,Female,United States,No,No,No,,4,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,12:40:06,0
19,Male,Canada,Yes,Yes,No,,1,Yes,Yes,Don't know,Not sure,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,12:40:36,1
32,Male,United States,No,Yes,No,Never,3,No,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-27,12:40:53,0
28,Male,Poland,No,No,No,Rarely,2,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No,2014-08-27,12:41:04,0
36,Male,United States,No,No,No,Never,2,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,12:41:20,0
37,Male,United Kingdom,No,Yes,Yes,Rarely,6,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,Maybe,Some of them,No,No,Yes,No,Yes,2014-08-27,12:41:59,1
25,Male,United States,No,Yes,Yes,Sometimes,3,No,No,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2014-08-27,12:42:24,0
27,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,12:42:52,0
26,Male,United States,No,No,No,Often,3,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Yes,No,Maybe,No,No,2014-08-27,12:43:28,0
27,Male,United States,No,No,Yes,Rarely,3,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,Don't know,Yes,2014-08-27,12:43:28,1
25,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Don't know,Yes,2014-08-27,12:43:40,0
36,Male,United Kingdom,No,No,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,12:43:53,1
25,Female,United States,No,Yes,Yes,Sometimes,5,No,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know,No,2014-08-27,12:44:51,1
31,Male,United States,No,No,No,Never,6,No,Yes,Yes,No,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,12:44:51,1
26,Male,United States,No,Yes,No,Rarely,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,12:45:44,0
33,Female,United States,Yes,Yes,Yes,Sometimes,1,No,Yes,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,No,2014-08-27,12:46:03,1
27,Female,United Kingdom,Yes,Yes,No,,1,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-27,12:47:25,1
34,Male,United States,No,No,No,Never,3,No,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,12:48:06,0
42,Male,United States,No,No,No,,2,No,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,No,Maybe,No,No,2014-08-27,12:48:29,1
23,Male,Ireland,Yes,Yes,No,Sometimes,1,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,2014-08-27,12:48:37,0
24,Male,United Kingdom,No,No,No,Rarely,4,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,12:48:39,0
26,Male,United Kingdom,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,2014-08-27,12:48:40,1
31,Male,United Kingdom,Yes,No,Yes,Often,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,12:48:51,0
22,Male,India,No,No,Yes,Never,6,No,Yes,Don't know,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,Maybe,Maybe,No,No,2014-08-27,12:49:21,0
23,Female,United States,No,No,No,,2,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,12:49:27,0
34,Female,Canada,No,Yes,Yes,Sometimes,6,No,No,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,2014-08-27,12:49:30,1
31,Male,United States,No,No,No,Never,3,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,12:49:39,0
28,Male,United Kingdom,No,No,No,,4,No,No,No,Not sure,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2014-08-27,12:50:36,1
32,Female,United States,No,No,Yes,Often,2,Yes,Yes,Yes,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,Yes,2014-08-27,12:50:57,1
45,Female,United States,No,No,Yes,Sometimes,1,No,Yes,Yes,No,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,12:51:25,1
33,Male,United States,No,No,No,,2,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,12:51:36,0
29,Male,Mexico,No,No,No,Never,2,Yes,Yes,No,No,No,No,No,Don't know,Maybe,Maybe,No,Yes,Maybe,Yes,No,No,2014-08-27,12:51:42,0
26,Female,India,Yes,No,No,Sometimes,2,No,No,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,12:51:50,0
28,Female,United Kingdom,No,No,No,Never,3,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,12:51:51,1
45,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know,No,2014-08-27,12:51:55,0
43,Male,United States,No,Yes,Yes,Often,6,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No,2014-08-27,12:52:08,1
37,Male,United States,No,No,No,,5,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,Maybe,Yes,No,No,2014-08-27,12:52:46,1
24,Male,United Kingdom,No,No,No,Sometimes,2,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,No,2014-08-27,12:52:49,0
26,Male,France,No,No,No,,2,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,No,No,Maybe,Yes,No,2014-08-27,12:53:00,1
23,Male,United Kingdom,No,Yes,No,,1,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-27,12:53:05,0
35,Female,United States,No,Yes,Yes,Never,6,No,Yes,Yes,Not sure,Don't know,No,Yes,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,2014-08-27,12:53:13,1
38,Female,South Africa,Yes,Yes,Yes,Often,1,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,12:53:15,1
28,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,No,No,2014-08-27,12:53:40,1
28,Male,Russia,No,No,No,Sometimes,3,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,12:54:11,0
35,Male,United States,No,No,Yes,Rarely,2,No,Yes,No,No,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,12:54:11,1
32,Female,Germany,No,No,No,Sometimes,4,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes,2014-08-27,12:54:30,0
31,Non-binary/Other,Italy,Yes,Yes,No,Never,2,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,12:54:47,0
35,Female,United States,No,No,No,Never,5,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,2014-08-27,12:55:01,0
26,Male,United States,No,No,No,Rarely,6,No,Yes,Yes,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,2014-08-27,12:55:38,1
27,Male,United States,No,Yes,No,,2,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,12:56:13,1
28,Male,United Kingdom,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,2014-08-27,12:56:56,0
27,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,12:57:38,1
34,Female,United States,No,No,Yes,Sometimes,5,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,12:57:52,1
41,Male,United States,No,No,Yes,Often,2,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,12:58:10,0
37,Male,Ireland,No,No,No,Sometimes,1,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,No,No,No,Yes,Don't know,No,2014-08-27,12:58:42,1
34,Male,Austria,No,Yes,No,,4,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,13:00:38,0
32,Male,United Kingdom,No,Yes,Yes,Sometimes,4,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes,2014-08-27,13:02:14,0
21,Male,Canada,No,No,Yes,Sometimes,2,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2014-08-27,13:03:05,1
30,Male,United States,No,No,Yes,Often,3,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,13:04:18,1
24,Male,United States,No,No,No,Never,3,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,13:04:45,0
26,Male,Bulgaria,No,No,No,,4,No,Yes,No,No,No,No,No,Very easy,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,13:05:45,0
40,Female,United States,No,No,No,,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,13:06:00,1
37,Male,United Kingdom,No,Yes,No,Sometimes,3,No,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,13:06:12,0
26,Male,United Kingdom,Yes,No,Yes,Often,1,Yes,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,13:07:24,0
32,Female,United States,No,Yes,Yes,Sometimes,2,No,Yes,Don't know,No,No,No,No,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,13:07:40,0
32,Female,United States,No,No,Yes,Sometimes,4,No,No,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,2014-08-27,13:07:42,1
27,Female,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,No,Don't know,Don't know,Don't know,Very difficult,No,No,Some of them,No,No,No,Don't know,No,2014-08-27,13:07:46,0
30,Male,Germany,Yes,No,Yes,Often,2,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,No,No,Some of them,Yes,Maybe,Yes,Yes,No,2014-08-27,13:08:17,1
31,Male,Canada,Yes,No,No,,2,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,13:09:24,1
29,Female,United States,No,No,Yes,Never,5,No,No,Yes,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,13:09:37,1
41,Male,United States,No,No,No,,3,No,Yes,Yes,Not sure,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,No,Don't know,No,2014-08-27,13:09:39,1
34,Female,United States,No,No,No,,2,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,13:12:31,1
33,Male,United Kingdom,No,No,No,,3,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-27,13:12:43,0
28,Male,United States,No,No,No,Rarely,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,13:14:53,0
28,Male,United States,No,No,Yes,Sometimes,6,No,Yes,No,Yes,No,No,Yes,Very difficult,Yes,No,No,Some of them,No,No,No,No,2014-08-27,13:15:19,1
23,Male,United States,No,No,No,Never,3,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Yes,No,Yes,Yes,No,2014-08-27,13:15:25,0
24,Male,United States,No,No,No,,1,No,Yes,Don't know,No,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,2014-08-27,13:18:18,1
32,Male,United States,No,No,No,Rarely,1,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,13:18:44,1
34,Male,Australia,Yes,No,No,Sometimes,1,Yes,Yes,Don't know,Not sure,Yes,Yes,Don't know,Somewhat difficult,Yes,Yes,No,No,No,Maybe,Yes,No,2014-08-27,13:19:40,0
24,Male,United States,No,No,No,Never,2,No,Yes,Yes,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,Maybe,Maybe,Yes,No,2014-08-27,13:21:00,1
26,Male,United Kingdom,Yes,No,Yes,Sometimes,1,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,13:22:42,1
36,Male,United States,No,No,Yes,Sometimes,3,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,13:22:49,1
41,Male,United States,No,No,Yes,Rarely,5,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,Maybe,Maybe,No,No,2014-08-27,13:23:38,1
38,Male,United Kingdom,No,No,Yes,Sometimes,6,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,2014-08-27,13:24:34,0
38,Male,United States,No,No,No,Sometimes,3,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,2014-08-27,13:24:57,0
30,Male,Netherlands,No,No,No,,3,No,Yes,Don't know,No,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,13:26:35,1
25,Male,United Kingdom,No,No,No,Never,3,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-27,13:26:54,0
37,Male,Canada,No,Yes,Yes,Often,3,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-27,13:27:18,1
34,Male,United Kingdom,No,Yes,No,,2,No,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,Yes,No,Yes,2014-08-27,13:29:45,1
37,Female,United States,No,Yes,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,13:29:57,1
28,Female,Canada,No,Yes,Yes,Sometimes,2,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,No,Yes,2014-08-27,13:31:03,1
22,Male,Sweden,No,No,No,,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No,2014-08-27,13:31:35,0
34,Male,United States,No,Yes,Yes,Sometimes,1,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,13:32:31,0
33,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,13:32:48,1
25,Male,South Africa,No,No,No,,2,No,Yes,No,No,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,No,No,2014-08-27,13:33:32,1
27,Male,United States,No,No,No,Never,6,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,13:34:03,1
40,Male,United States,No,No,Yes,Sometimes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Maybe,No,No,No,Maybe,No,Yes,2014-08-27,13:35:23,1
21,Male,United States,No,No,Yes,Often,2,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-27,13:35:40,0
29,Male,United Kingdom,No,No,No,,2,No,No,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,2014-08-27,13:37:18,1
32,Male,United States,No,Yes,Yes,Sometimes,1,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No,2014-08-27,13:37:47,0
29,Female,United States,No,Yes,Yes,Rarely,5,Yes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No,2014-08-27,13:38:17,1
23,Male,United States,No,Yes,Yes,Sometimes,3,Yes,No,Don't know,No,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,Yes,No,2014-08-27,13:39:00,1
28,Male,United States,No,Yes,No,,4,No,Yes,Yes,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,2014-08-27,13:40:58,1
31,Male,United States,No,Yes,Yes,Rarely,4,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,13:42:38,1
27,Male,United Kingdom,No,No,No,,4,No,No,Don't know,Not sure,Don't know,Don't know,No,Very easy,Maybe,Maybe,Yes,Yes,No,No,Don't know,No,2014-08-27,13:44:05,0
24,Male,United States,No,No,No,Sometimes,2,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,13:44:47,0
29,Male,Canada,No,No,No,Often,2,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,13:46:03,0
23,Female,United Kingdom,No,No,Yes,Sometimes,2,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,13:47:05,0
42,Male,United States,No,No,No,Never,2,Yes,Yes,No,Yes,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,13:47:27,1
24,Male,United Kingdom,No,No,No,,1,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,No,2014-08-27,13:48:01,0
25,Male,Australia,No,Yes,Yes,Often,2,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,No,No,No,Yes,No,Yes,2014-08-27,13:49:15,1
27,Female,United States,No,No,Yes,Rarely,2,No,Yes,Yes,No,No,No,Yes,Don't know,Maybe,Maybe,Yes,No,No,Maybe,Don't know,No,2014-08-27,13:49:32,1
27,Male,Canada,No,No,No,Sometimes,2,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,2014-08-27,13:52:05,1
30,Male,United States,No,No,Yes,Sometimes,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Don't know,No,No,Yes,Yes,Maybe,No,Yes,No,2014-08-27,13:52:57,1
29,Male,Poland,No,Yes,Yes,Rarely,2,No,Yes,No,Yes,No,No,Yes,Very difficult,Maybe,No,Some of them,Some of them,No,Yes,No,No,2014-08-27,13:53:21,1
43,Male,Canada,Yes,No,No,,2,Yes,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-27,13:53:44,0
32,Male,United States,No,No,No,,2,No,Yes,No,Yes,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,13:53:51,1
41,Male,United States,No,No,Yes,Sometimes,3,Yes,Yes,Yes,Yes,Don't know,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,2014-08-27,13:54:00,1
32,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,Don't know,Yes,2014-08-27,13:54:24,0
37,Female,United States,No,Yes,Yes,Often,3,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-27,13:55:16,1
32,Male,United States,No,No,No,Never,2,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,2014-08-27,13:55:22,0
30,Male,Ireland,Yes,No,No,Sometimes,1,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-27,13:55:38,0
23,Female,United States,No,Yes,Yes,Never,4,No,No,Yes,No,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,13:56:27,1
30,Male,United States,No,No,No,,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,13:56:35,1
34,Male,United Kingdom,No,No,No,Sometimes,3,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,No,Don't know,No,2014-08-27,13:59:24,1
38,Male,United States,No,No,Yes,Rarely,3,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No,2014-08-27,13:59:35,1
33,Male,Canada,No,No,No,,4,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,14:01:25,1
34,Male,United States,No,No,No,,3,No,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,14:01:35,1
28,Male,Colombia,No,No,No,Sometimes,2,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know,No,2014-08-27,14:01:54,1
28,Male,United States,No,No,Yes,Rarely,4,No,No,Yes,Yes,Yes,Don't know,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,14:03:16,1
23,Male,United States,No,Yes,No,Sometimes,4,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-27,14:03:54,0
22,Male,Australia,Yes,Yes,Yes,Sometimes,2,Yes,Yes,Don't know,Not sure,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,No,Yes,2014-08-27,14:03:59,0
27,Male,Portugal,No,No,No,Never,2,No,Yes,No,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:06:26,1
18,Male,United States,No,No,Yes,Sometimes,2,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:10:15,0
35,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,14:10:47,1
25,Male,Canada,No,No,No,,4,No,No,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,No,No,2014-08-27,14:10:53,0
27,Male,United Kingdom,No,Yes,Yes,Sometimes,2,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,2014-08-27,14:11:46,1
26,Female,United States,No,Yes,Yes,Rarely,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:11:52,1
18,Male,United States,No,No,No,Never,3,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,14:11:55,0
38,Female,United States,No,No,Yes,Sometimes,1,No,Yes,No,Yes,No,No,Don't know,Don't know,No,Maybe,Some of them,No,No,No,Don't know,Yes,2014-08-27,14:13:02,1
26,Female,United States,No,Yes,Yes,Rarely,6,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,14:13:16,1
30,Male,Switzerland,Yes,No,No,Never,1,No,Yes,No,No,No,No,No,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,14:13:24,0
35,Male,United States,No,No,No,Never,6,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:14:52,0
